접점코드,판매점명,실판매POS,통신사,담당영업과장
S텔26728,웅)휴대폰성지 폰슐랭 성북점,휴대폰성지 폰슐랭 성북점,후불)텔링크SK,정선웅
S텔26975,영)엉미얀마(부평본점),엉미얀마,후불)텔링크SK,원세영
S텔26976,웅)사과모바일(부산),부산사과모바일,후불)텔링크SK,정선웅
S텔26923,우)국대폰(어룡역점),드림TCA강남,후불)텔링크SK,김선우
S텔26978,민)투모로우허브네트웍스,주식회사 투모로우 허브 네트웍스,후불)텔링크SK,김민준
S텔26993,민)금천프로모바일,휴대폰성지금천프로모바일,후불)텔링크SK,김민준
S텔26997,구)케이모바일연수점,케이모바일연수점,후불)텔링크SK,서승구
S텔26996,열)휴대폰거래소(향남),휴대폰거래소,후불)텔링크SK,박종열
S텔26995,구)샵모바일 주엽점(고양),샵모바일 주엽점,후불)텔링크SK,서승구
S텔24983,민)휴대폰캠퍼스 도청점(청주),휴대폰성지휴대폰캠퍼스도청점,후불)텔링크SK,김민준
S텔26988,열)장고통신(부산),장고통신,후불)텔링크SK,박종열
S텔26999,민)폰파는친구들(청주),폰파는친구들,후불)텔링크SK,김민준
S텔26969,민)휴대폰캠퍼스 용암점(청주),휴대폰캠퍼스용암점,후불)텔링크SK,김민준
S텔27000,민)휴대폰캠퍼스 청대점(청주),휴대폰캠퍼스청대점,후불)텔링크SK,김민준
S텔27003,웅)산성텔레콤,산성텔레콤,후불)텔링크SK,정선웅
S텔27006,민)비씨모바일(안산),비씨모바일(선부점),후불)텔링크SK,김민준
S텔27021,민)휴대폰캠퍼스 본점(청주),휴대폰캠퍼스,후불)텔링크SK,김민준
S텔20471,민)SC모바일(양천구),SC모바일,후불)텔링크SK,김민준
S텔23630,구)주식회사우리모바일,우리모바일임학점,후불)텔링크SK,서승구
S텔27027,구)주식회사우리모바일,주식회사우리모바일(병방점),후불)텔링크SK,서승구
S텔26555,구)주식회사우리모바일,주식회사우리모바일(청천점),후불)텔링크SK,서승구
S텔27032,열)탑모바일(파주),탑모바일,후불)텔링크SK,박종열
S텔27035,준)승승장구,휴대폰성지 승승장구28호점,후불)텔링크SK,황병준
S텔27044,구)트리텔레콤(은평),트리텔레콤,후불)텔링크SK,서승구
S텔27036,열)바른휴대폰(위례),바른휴대폰,후불)텔링크SK,박종열
S텔27053,민)준텔레컴퍼니(원주),준텔레컴퍼니,후불)텔링크SK,김민준
S텔27059,열)어반모바일,주식회사 레퍼런스,후불)텔링크SK,박종열
S텔27067,민)다온모바일(원주),다온모바일,후불)텔링크SK,김민준
S텔27061,열)청북폰(평택),평택휴대폰성지 청북폰,후불)텔링크SK,박종열
S텔27055,영)옆커폰(불광역점),옆커폰 불광역점,후불)텔링크SK,원세영
S텔17157,수)우리모바일(김포),우리모바일,후불)텔링크SK,김성수
S텔27075,구)케이모바일(원미점),케이모바일(원미점),후불)텔링크SK,서승구
S텔27076,열)으뜸도매폰(송파),으뜸도매폰,후불)텔링크SK,박종열
S텔21406,민)보그텔레콤(충주),보그텔레콤,후불)텔링크SK,김민준
S텔20554,구)주식회사 청춘대길,주식회사 청춘대길,후불)텔링크SK,서승구
S텔27026,수)티케이씨모바일(동대문),(주)티케이씨모바일,후불)텔링크SK,김성수
S텔26440,수)반히에우모바일,반히에우 모바일,후불)텔링크SK,김성수
S텔27074,영)옆커폰(노원상계점),휴대폰성지 옆커폰 노원상계점,후불)텔링크SK,원세영
S텔26954,영)옆커폰(삼전역점),휴대폰성지 옆커폰 삼전역점,후불)텔링크SK,원세영
S텔25978,민)라온통신(평택),라온통신,후불)텔링크SK,김민준
S텔20680,민)미소정보통신(평택),미소정보통신,후불)텔링크SK,김민준
S텔26467,준)주식회사태산(소매),주식회사 태산네트웍스 백석점,후불)텔링크SK,황병준
S텔27097,웅)영모바일,영모바일,후불)텔링크SK,정선웅
S텔27100,영)옆커폰(일산백석점),휴대폰성지 옆커폰 백석점,후불)텔링크SK,원세영
S텔27095,우)국대폰(어룡역점),핸드폰클리닉 운정점,후불)텔링크SK,김선우
S텔27096,웅)영인모바일,영인모바일,후불)텔링크SK,정선웅
S텔20720,수)월드모바일(대곶),월드모바일,후불)텔링크SK,김성수
S텔26792,준)승승장구,승승장구텔레콤 22호점,후불)텔링크SK,황병준
S텔26926,준)승승장구,승승장구텔레콤 27호점,후불)텔링크SK,황병준
S텔27118,열)열매통신(대구),열매통신,후불)텔링크SK,박종열
S텔26387,구)착한휴대폰청주점,착한휴대폰 청주점,후불)텔링크SK,서승구
S텔27116,민)핸드폰바꾸실분(파주),핸드폰바꾸실분,후불)텔링크SK,김민준
S텔27107,수)스마트폰면세점(파인애플점),스마트폰면세점 파인애플점,후불)텔링크SK,김성수
S텔27113,영)제이앤컴퍼니,제이앤 컴퍼니,후불)텔링크SK,원세영
S텔23217,민)페리도트엔휴대폰면세점(안성),페리도트엔휴대폰면세점,후불)텔링크SK,김민준
S텔27112,준)주식회사태산(소매),윤통신,후불)텔링크SK,황병준
S텔27111,준)주식회사태산(소매),혜통신,후불)텔링크SK,황병준
S텔27114,준)주식회사태산(소매),가온통신,후불)텔링크SK,황병준
S텔25959,민)(주)눈비 블루폰(평택),(주)눈비 블루폰,후불)텔링크SK,김민준
S텔21332,민)(주)눈비 옐로폰(안성),(주)눈비,후불)텔링크SK,김민준
S텔27126,구)모두의통신(상주),모두의통신,후불)텔링크SK,서승구
S텔27127,영)옆커폰(청주봉명아이파크점),휴대폰성지 옆커폰 봉명점,후불)텔링크SK,원세영
S텔26431,웅)제이비통신,제이비통신,후불)텔링크SK,정선웅
S텔27130,영)옆커폰(원종직영점),휴대폰성지 옆커폰 원종직영점,후불)텔링크SK,원세영
S텔27129,영)옆커폰(당산점),휴대폰성지 옆커폰 당산점,후불)텔링크SK,원세영
S텔27141,민)두총각폰(용인),두총각폰,후불)텔링크SK,김민준
S텔26611,영)옆커폰(시흥은계점),옆커폰 은계점,후불)텔링크SK,원세영
S텔27153,구)위한(의정부),위한,후불)텔링크SK,서승구
S텔27152,영)엉미얀마(부평본점),엉미얀마(수원점),후불)텔링크SK,원세영
S텔27157,영)옆커폰(김포고촌점),휴대폰성지 옆커폰 고촌점,후불)텔링크SK,원세영
S텔27151,영)노마진통신(대전),노마진통신,후불)텔링크SK,원세영
S텔27155,영)옆커폰(송파가락점),휴대폰성지 옆커폰 가락시장점,후불)텔링크SK,원세영
S텔27156,영)옆커폰(신당점),메가유통,후불)텔링크SK,원세영
S텔27170,웅)폰천국(수유),폰천국,후불)텔링크SK,정선웅
S텔24178,수)베스트모바일(의정부),베스트모바일,후불)텔링크SK,김성수
S텔27183,구)탑모바일통신(충주),탑모바일통신,후불)텔링크SK,서승구
S텔27175,구)제이넷(전주),제이넷,후불)텔링크SK,서승구
S텔27184,수)원텔레콤(송파),원텔레콤,후불)텔링크SK,김성수
S텔27187,수)국제사(주안),국제사,후불)텔링크SK,김성수
S텔26474,열)(주)차이홍글로벌,차이홍글로벌,후불)텔링크SK,박종열
S텔21351,열)(주)차이홍글로벌,케이원텔8호점,후불)텔링크SK,박종열
S텔21458,열)(주)차이홍글로벌,케이원텔 10호점,후불)텔링크SK,박종열
S텔21382,열)(주)차이홍글로벌,주식회사 케이원텔,후불)텔링크SK,박종열
S텔27086,열)(주)차이홍글로벌,주식회사 차이홍글로벌,후불)텔링크SK,박종열
S텔27148,민)휴대폰캠퍼스 율량점(청주),휴대폰캠퍼스 율량점,후불)텔링크SK,김민준
S텔27185,열)플렉스샾(김해),플렉스샵,후불)텔링크SK,박종열
S텔27158,준)람경통신,람경통신 전주점,후불)텔링크SK,황병준
S텔27206,민)국대휴대폰성지 영등포점(영등포),국대휴대폰성지 영등포점,후불)텔링크SK,김민준
S텔20585,민)더차칸모바일1호점(시흥),더차칸모바일1호점,후불)텔링크SK,김민준
S텔27213,열)쌍용폰(천안),쌍용폰,후불)텔링크SK,박종열
S텔26228,열)W통신(강동),W통신,후불)텔링크SK,박종열
S텔27219,영)온누리통신,바른모바일,후불)텔링크SK,원세영
S텔17336,웅)바이폰(김포),바이폰,후불)텔링크SK,정선웅
S텔27189,우)어라운드비,니어코리아,후불)텔링크SK,김선우
S텔20750,열)금용통신(대전),금용통신,후불)텔링크SK,박종열
S텔21540,웅)티비모바일(대전),티비모바일,후불)텔링크SK,정선웅
S텔20597,수)감동모바일(대전),감동모바일,후불)텔링크SK,김성수
S텔26225,열)판다텔레콤3(천안),폰바오,후불)텔링크SK,박종열
S텔26610,민)모바일아울렛(오산),모바일아울렛,후불)텔링크SK,김민준
S텔27227,구)리더일원(강남),리더일원,후불)텔링크SK,서승구
S텔27230,민)보라매통신(왕십리),보라매통신,후불)텔링크SK,김민준
S텔27241,민)비씨모바일 정왕점(시흥),차차모바일,후불)텔링크SK,김민준
S텔24948,민)휴대폰365아울렛(용인),휴대폰365아울렛,후불)텔링크SK,김민준
S텔26489,영)일이팔(대전),일이팔,후불)텔링크SK,원세영
S텔23178,수)케이브이엔(대전),케이브이엔,후불)텔링크SK,김성수
S텔27229,웅)홍스통신 휴대폰할인매장(대전),홍스통신 휴대폰할인매장,후불)텔링크SK,정선웅
S텔21008,수)해태통신(대전),해태통신,후불)텔링크SK,김성수
S텔27254,준)주식회사 휴대폰맛집,휴대폰성지 휴대폰맛집 길음점,후불)텔링크SK,황병준
S텔27252,수)제일폰(주안),제일폰,후불)텔링크SK,김성수
S텔27208,영)옆커폰(별가람점),휴대폰성지 옆커폰 별내별가람점,후불)텔링크SK,원세영
S텔27249,영)옆커폰(금천시흥점),휴대폰성지 옆커폰 금천시흥점,후불)텔링크SK,원세영
S텔27266,준)알뜰휴대폰(금천),알뜰휴대폰,후불)텔링크SK,황병준
S텔27263,구)애니콜프라자(진주),애니콜프라자,후불)텔링크SK,서승구
S텔26070,영)휴대폰성지 권선점,휴대폰성지 권선점,후불)텔링크SK,원세영
S텔26465,준)주식회사태산(소매),휴대폰하우스 청전점,후불)텔링크SK,황병준
S텔27305,준)주식회사태산(소매),금천현성,후불)텔링크SK,황병준
S텔27309,민)번개폰(구로),번개폰,후불)텔링크SK,김민준
S텔27314,구)착한통신(마석),착한통신,후불)텔링크SK,서승구
S텔27281,열)휴대폰성지(해남),휴대폰성지,후불)텔링크SK,박종열
S텔27317,영)옆커폰(청주지웰복대점),청주핸드폰성지 옆커폰복대지웰점,후불)텔링크SK,원세영
S텔20917,민)브랜드모바일(천안),브랜드모바일,후불)텔링크SK,김민준
S텔27341,민)월드텔레콤(천안),월드텔레콤,후불)텔링크SK,김민준
S텔27308,영)옆커폰(남가좌점),휴대폰성지 옆커폰 남가좌점,후불)텔링크SK,원세영
S텔26739,웅)만후엔모바일(수원),만후엔 모바일,후불)텔링크SK,정선웅
S텔27388,민)민지(구로),민지,후불)텔링크SK,김민준
S텔27384,민)아빠통신(구로),아빠통신,후불)텔링크SK,김민준
S텔27386,민)대박통신(시흥),대박통신 강동점,후불)텔링크SK,김민준
S텔27397,민)씨엔아이통신(부천),씨엔아이 2호점,후불)텔링크SK,김민준
S텔24526,영)유셀(길음),유셀,후불)텔링크SK,원세영
S텔27405,영)옆커폰(공주점),공주휴대폰성지 옆커폰 공주신관점,후불)텔링크SK,원세영
S텔27413,열)주식회사일함5,평택 휴대폰성지 도매폰센타,후불)텔링크SK,박종열
S텔27419,영)옆커폰(청주금천점),청주휴대폰성지옆커폰금천점,후불)텔링크SK,원세영
S텔23913,민)제이텔정보(부천),제이텔정보,후불)텔링크SK,김민준
S텔27439,열)향남휴대폰서비스센터,향남휴대폰서비스센터,후불)텔링크SK,박종열
S텔27445,준)람경통신,유한회사 잠연글로벌,후불)텔링크SK,황병준
S텔27430,수)더블에이치통신(병점),더블에이치 통신,후불)텔링크SK,김성수
S텔27431,영)옆커폰(청주오창점),휴대폰성지옆커폰청주오창점,후불)텔링크SK,원세영
S텔27444,영)옆커폰(천안용화점),휴대폰성지 옆커폰 아산용화점,후불)텔링크SK,원세영
S텔27319,준)제이제이,휴대폰파는총각 율하점,후불)텔링크SK,황병준
S텔27463,열)노란마켓(전포점),노란마켓 전포점,후불)텔링크SK,박종열
S텔23845,수)스마트폰면세점 인천(송림점),스마트폰면세점 인천(송림점),후불)텔링크SK,김성수
S텔27510,구)(주)세이치즈 창동점,(주)세이치즈 창동점,후불)텔링크SK,서승구
S텔27492,민)365도매폰(수원),365도매폰,후불)텔링크SK,김민준
S텔27491,민)단단드림컴퍼니(고양),단단드림컴퍼니,후불)텔링크SK,김민준
S텔27496,열)에스지피플2(중랑),에스지피플2,후불)텔링크SK,박종열
S텔27513,영)옆커폰(별내점),휴대폰성지 옆커폰 별내점,후불)텔링크SK,원세영
S텔27509,영)흥화통신2(안산),흥화통신,후불)텔링크SK,원세영
S텔27543,구)제이디모바일(화곡본동시장점),제이디모바일(화곡본동시장점),후불)텔링크SK,서승구
S텔27464,민)우리동네국민폰 탑동점(수원),우리동네국민폰 탑동점,후불)텔링크SK,김민준
S텔27577,구)애플모바일(부산),애플모바일,후불)텔링크SK,서승구
S텔27571,영)이지마트(곤지암),이지마트,후불)텔링크SK,원세영
S텔27594,영)옆커폰(대전둔산점),휴대폰성지 옆커폰 대전 둔산점,후불)텔링크SK,원세영
S텔23987,우)럭키홀,럭키홀,후불)텔링크SK,김선우
S텔27596,수)해운대휴대폰(부산),해운대휴대폰,후불)텔링크SK,김성수
S텔27613,구)봄텔레콤(중랑),봄텔레콤,후불)텔링크SK,서승구
S텔27614,민)성지모바일(구로),성지모바일,후불)텔링크SK,김민준
S텔27610,우)쌍둥이텔레콤,쌍둥이텔레콤,후불)텔링크SK,김선우
S텔27576,구)성지랜드(양주),성지랜드,후불)텔링크SK,서승구
S텔27640,구)엠씨모바일(천안),엠씨모바일,후불)텔링크SK,서승구
S텔27620,열)에이비씨텔레콤,에이비씨텔레콤,후불)텔링크SK,박종열
S텔27160,우)국대폰(어룡역점),함께하고,후불)텔링크SK,김선우
S텔27623,민)도매폰 화서점(수원),도매폰 화서점,후불)텔링크SK,김민준
S텔27659,열)으뜸도매폰2,으뜸도매폰2,후불)텔링크SK,박종열
S텔25536,영)옆커폰(응암점),휴대폰성지옆커폰응암역점,후불)텔링크SK,원세영
S텔27670,구)휴대폰가게 양주점,휴대폰가게 양주점,후불)텔링크SK,서승구
S텔27673,준)제이제이진천점,휴대폰파는총각진천점,후불)텔링크SK,황병준
S텔27675,구)휴대폰성지 장안동점,휴대폰성지 장안동점,후불)텔링크SK,서승구
S텔27512,준)람경통신,베이비통신,후불)텔링크SK,황병준
S텔27669,민)보나폰(노원구),보나폰,후불)텔링크SK,김민준
S텔27694,열)한진정보통신,한진정보통신,후불)텔링크SK,박종열
S텔27688,준)주식회사 휴대폰맛집,휴대폰성지 시흥점,후불)텔링크SK,황병준
S텔27687,준)주식회사 휴대폰맛집,휴대폰성지 휴대폰맛집 사당점,후불)텔링크SK,황병준
S텔27706,준)알뜰폰(제주),알뜰폰 선불폰 중고폰,후불)텔링크SK,황병준
S텔27664,웅)리턴중고폰,리턴중고폰,후불)텔링크SK,정선웅
S텔27695,영)주원통신(춘천),주원통신 만천점,후불)텔링크SK,원세영
S텔27739,구)해피폰(잠실),해피폰,후불)텔링크SK,서승구
S텔27745,구)주식회사 휴대폰헤븐(강동),주식회사 휴대폰헤븐,후불)텔링크SK,서승구
S텔27710,열)세븐모바일(장안점),세븐모바일장안점,후불)텔링크SK,박종열
S텔27734,준)람경통신,유한회사 잠연글로벌,후불)텔링크SK,황병준
S텔27717,웅)성지요 인천논현점,성지요 인천논현점,후불)텔링크SK,정선웅
S텔27743,영)옆커폰(세종보람점),주식회사 옆커폰세종,후불)텔링크SK,원세영
S텔27699,웅)보스,(주)보스그룹 대구가톨릭,후불)텔링크SK,정선웅
